VendorNo,Country,Currency,TradeTerm,TradeTermName,PaymentTerm
20768,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20769,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
20770,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20771,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
20772,TAIWAN,USD,CIF,"COST, INSURANCE AND FREIGHT",90 DAYS NETT
20773,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20774,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20775,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
20776,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20777,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
20779,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
20781,MALAYSIA,RM,DAP,DELIVERED AT PLACE,75 DAYS NETT
20782,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS NET INVOICING DATE
20783,MALAYSIA,RM,DAP,DELIVERED AT PLACE,60DAYS UPON MONTHLY CUT OFF
20784,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20785,MALAYSIA,RM,DAP,DELIVERED AT PLACE,2 WEEKS
20786,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20787,CHINA,USD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
20788,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30 DAYS NETT 
20789,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20790,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
20792,MALAYSIA,RM,DAP,DELIVERED AT PLACE,60DAYS UPON MONTHLY CUT OFF
20793,TAIWAN,USD,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
20794,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20796,MALAYSIA,RM,DDU,DELIVERED DUTY UNPAID,30DAYS UPON MONTHLY CUT OFF  
20797,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT UPON PO ISSUED
20798,SINGAPORE,USD,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
20799,MALAYSIA,RM,DDU,DELIVERED DUTY UNPAID,30DAYS UPON MONTHLY CUT OFF  
20800,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20801,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20802,MALAYSIA,RM,DAP,DELIVERED AT PLACE,2 WEEKS
20804,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20805,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30 DAYS NETT 
20806,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
20807,MALAYSIA,RM,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
20808,THAILAND,NTD,FOB,FREIGHT ON BOARD,PAYMENT BEFORE DELIVERY
20811,TAIWAN,USD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
20812,TAIWAN,USD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
20813,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20814,CHINA,USD,DAP,DELIVERED AT PLACE,30 DAYS NETT 
20815,CHINA,USD,FOB,FREIGHT ON BOARD,PAYMENT BEFORE DELIVERY
20816,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20823,SINGAPORE,USD,DDU,DELIVERED DUTY UNPAID,CASH ON DELIVERY
20824,TAIWAN,USD,FOB,FREIGHT ON BOARD,30DAYS UPON MONTHLY CUT OFF  
20827,TAIWAN,USD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
20828,MALAYSIA,RM,DAP,DELIVERED AT PLACE,60DAYS UPON MONTHLY CUT OFF
20829,TAIWAN,NTD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
20830,TAIWAN,USD,FOB,FREIGHT ON BOARD,PAYMENT BEFORE DELIVERY
20831,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30 DAYS NETT 
20832,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20834,CHINA,USD,EXW,EX-WORKS OR EX-WAREHOUSE,30 DAYS NETT 
20835,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
20836,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
20837,MALAYSIA,RM,EXW,EX-WORKS OR EX-WAREHOUSE,30DAYS NET INVOICING DATE
20838,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
20839,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
20841,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20842,TAIWAN,USD,CIF,"COST, INSURANCE AND FREIGHT",PAYMENT BEFORE DELIVERY
20843,TAIWAN,USD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
20844,SINGAPORE,USD,DDU,DELIVERED DUTY UNPAID,PAYMENT BEFORE DELIVERY
20846,MALAYSIA,RM,DAP,DELIVERED AT PLACE,2 WEEKS
20848,TAIWAN,NTD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
20849,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20850,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20851,TAIWAN,USD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
20853,MALAYSIA,RM,DAP,DELIVERED AT PLACE,2 WEEKS
20854,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20855,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
20856,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20857,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20858,TAIWAN,NTD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
20859,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20860,MALAYSIA,RM,DAP,DELIVERED AT PLACE,2 WEEKS
20863,TAIWAN,NTD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
20864,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20866,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20868,CHINA,USD,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
20869,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20870,TAIWAN,NTD,EXW,EX-WORKS OR EX-WAREHOUSE,2 WEEKS
20871,MALAYSIA,RM,DAP,DELIVERED AT PLACE,60DAYS UPON MONTHLY CUT OFF
20872,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20873,MALAYSIA,RM,DAP,DELIVERED AT PLACE,60DAYS UPON MONTHLY CUT OFF
20875,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
20876,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
20877,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20878,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20879,CHINA,RM,FOB,FREIGHT ON BOARD,PAYMENT BEFORE DELIVERY
20880,MALAYSIA,RM,DAP,DELIVERED AT PLACE,60DAYS UPON MONTHLY CUT OFF
20881,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20882,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20883,MALAYSIA,RM,DAP,DELIVERED AT PLACE,60DAYS UPON MONTHLY CUT OFF
20884,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
20885,TAIWAN,USD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
20886,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20887,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20888,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20889,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
20890,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
20891,MALAYSIA,NTD,DDU,DELIVERED DUTY UNPAID,PAYMENT BEFORE DELIVERY
20892,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20893,TAIWAN,USD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
20894,CHINA,USD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
20895,MALAYSIA,RM,CIF,"COST, INSURANCE AND FREIGHT",PAYMENT BEFORE DELIVERY
20896,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
20897,USA,USD,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20898,MALAYSIA,RM,EXW,EX-WORKS OR EX-WAREHOUSE,CASH ON DELIVERY
20899,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20900,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
20901,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
20902,TAIWAN,USD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
20903,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
20904,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30 DAYS NETT 
20905,TAIWAN,USD,EXF,EX-FACTORY,PAYMENT BEFORE DELIVERY
20907,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
20909,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30 DAYS NETT 
20910,CHINA,USD,CIF,"COST, INSURANCE AND FREIGHT",90DAYS UPON MONTHLY CUT OFF
20911,TAIWAN,RM,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
20912,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
20913,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
20914,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20915,TAIWAN,NTD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
20916,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
20917,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20919,MALAYSIA,RM,DAP,DELIVERED AT PLACE,60 DAYS NETT
20920,TAIWAN,NTD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
20921,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
20922,TAIWAN,USD,FOB,FREIGHT ON BOARD,PAYMENT UPON PO ISSUED
20923,TAIWAN,USD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
20924,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
20925,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20926,TAIWAN,NTD,FOB,FREIGHT ON BOARD,PAYMENT UPON PO ISSUED
20927,MALAYSIA,RM,DDP,DELIVERED DUTY PAID,90DAYS UPON MONTHLY CUT OFF
20928,MALAYSIA,RM,DDP,DELIVERED DUTY PAID,30DAYS UPON MONTHLY CUT OFF  
20929,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20930,TAIWAN,USD,FOB,FREIGHT ON BOARD,60DAYS UPON MONTHLY CUT OFF
20931,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
20932,MALAYSIA,RM,DAP,DELIVERED AT PLACE,60DAYS UPON MONTHLY CUT OFF
20933,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20934,MALAYSIA,RM,DAP,DELIVERED AT PLACE,60DAYS UPON MONTHLY CUT OFF
20935,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30 DAYS NETT 
20936,TAIWAN,NTD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
20937,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20938,TAIWAN,NTD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
20939,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20940,MALAYSIA,RM,CIF,"COST, INSURANCE AND FREIGHT",30DAYS UPON MONTHLY CUT OFF  
20941,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20942,MALAYSIA,RM,DAP,DELIVERED AT PLACE,60DAYS UPON MONTHLY CUT OFF
20943,MALAYSIA,RM,DDP,DELIVERED DUTY PAID,30DAYS UPON MONTHLY CUT OFF  
20944,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
20945,SINGAPORE,USD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
20946,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20947,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
20948,TAIWAN,USD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
20949,MALAYSIA,RM,DAP,DELIVERED AT PLACE,60DAYS UPON MONTHLY CUT OFF
20950,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
20951,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20952,TAIWAN,NTD,EXW,EX-WORKS OR EX-WAREHOUSE,CASH ON DELIVERY
20953,MALAYSIA,RM,CIF,"COST, INSURANCE AND FREIGHT",30DAYS UPON MONTHLY CUT OFF  
20954,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20955,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20956,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20957,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20958,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20959,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
20960,MALAYSIA,RM,CIF,"COST, INSURANCE AND FREIGHT",PAYMENT BEFORE DELIVERY
20961,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20963,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20964,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
20965,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
20966,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20967,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20968,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
20969,MALAYSIA,RM,EXW,EX-WORKS OR EX-WAREHOUSE,30DAYS UPON MONTHLY CUT OFF  
20970,CHINA,USD,EXW,EX-WORKS OR EX-WAREHOUSE,30 DAYS NETT 
20971,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20973,MALAYSIA,RM,DAP,DELIVERED AT PLACE,NULL
20974,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20975,TAIWAN,NTD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT UPON PO ISSUED
20976,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20977,TAIWAN,USD,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
20978,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20980,TAIWAN,USD,FOB,FREIGHT ON BOARD,PAYMENT BEFORE DELIVERY
20981,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20982,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20984,MALAYSIA,RM,DAP,DELIVERED AT PLACE,60DAYS UPON MONTHLY CUT OFF
20985,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20986,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20987,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30 DAYS NETT 
20989,UNITED KINDOM,USD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
20991,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
20993,KOREA,USD,EXW,EX-WORKS OR EX-WAREHOUSE,60 DAYS NETT
20994,CHINA,USD,FOB,FREIGHT ON BOARD,60DAYS UPON MONTHLY CUT OFF
20995,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
20996,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30 DAYS NETT 
20998,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
20999,TAIWAN,USD,CIF,"COST, INSURANCE AND FREIGHT",PAYMENT BEFORE DELIVERY
21000,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21001,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
21002,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21003,CHINA,RMB,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
21004,MALAYSIA,RM,DDU,DELIVERED DUTY UNPAID,30 DAYS NETT 
21006,MALAYSIA,NTD,FOB,FREIGHT ON BOARD,PAYMENT BEFORE DELIVERY
21007,TAIWAN,USD,FOB,FREIGHT ON BOARD,30DAYS UPON MONTHLY CUT OFF  
21008,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
21009,TAIWAN,USD,CIF,"COST, INSURANCE AND FREIGHT",30DAYS UPON MONTHLY CUT OFF  
21011,CHINA,RMB,CIF,"COST, INSURANCE AND FREIGHT",PAYMENT BEFORE DELIVERY
21012,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21013,TAIWAN,USD,FOB,FREIGHT ON BOARD,30DAYS UPON ACCEPTANCE
21015,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21016,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21017,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
21018,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS NET INVOICING DATE
21019,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
21020,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21021,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
21022,CHINA,USD,CIF,"COST, INSURANCE AND FREIGHT",30DAYS UPON MONTHLY CUT OFF  
21023,MALAYSIA,USD,DAP,DELIVERED AT PLACE,60 DAYS NETT
21024,CHINA,USD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
21025,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
21026,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21027,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21031,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21032,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
21033,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21035,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21036,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
21038,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
21039,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
21040,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
21041,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30 DAYS NETT 
21042,CHINA,USD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
21043,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21044,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30 DAYS NETT 
21045,MALAYSIA,RM,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
21047,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
21048,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
21049,MALAYSIA,RM,CIF,"COST, INSURANCE AND FREIGHT",30DAYS UPON MONTHLY CUT OFF  
21050,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30 DAYS NETT 
21051,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21052,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
21053,MALAYSIA,RM,DAP,DELIVERED AT PLACE,60DAYS UPON MONTHLY CUT OFF
21054,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21055,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21056,TAIWAN,USD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
21057,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
21058,MALAYSIA,RM,DAP,DELIVERED AT PLACE,60DAYS UPON MONTHLY CUT OFF
21059,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21060,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21061,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
21062,TAIWAN,NTD,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
21063,MALAYSIA,USD,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
21065,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21067,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
21068,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21069,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
21070,MALAYSIA,RM,DAP,DELIVERED AT PLACE,60DAYS UPON MONTHLY CUT OFF
21071,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30 DAYS NETT 
21072,CHINA,USD,FOB,FREIGHT ON BOARD,PAYMENT BEFORE DELIVERY
21073,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30 DAYS NETT 
21074,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21075,TAIWAN,USD,EXW,EX-WORKS OR EX-WAREHOUSE,PAYMENT BEFORE DELIVERY
21076,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
21078,MALAYSIA,RM,DAP,DELIVERED AT PLACE,2 WEEKS
21079,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
21080,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
21081,MALAYSIA,RM,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
21082,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30 DAYS NETT 
21083,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21084,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30 DAYS NETT 
21085,MALAYSIA,USD,CIF,"COST, INSURANCE AND FREIGHT",PAYMENT BEFORE DELIVERY
21086,SINGAPORE,SGD,DAP,DELIVERED AT PLACE,PAYMENT BEFORE DELIVERY
21087,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
21088,MALAYSIA,RM,DAP,DELIVERED AT PLACE,2 WEEKS
21089,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
21090,TAIWAN,USD,FOB,FREIGHT ON BOARD,30 DAYS NETT 
21091,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21092,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21093,MALAYSIA,RM,DAP,DELIVERED AT PLACE,30DAYS UPON MONTHLY CUT OFF  
21094,MALAYSIA,RM,DAP,DELIVERED AT PLACE,CASH ON DELIVERY
